OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Total Sales,Total Revenue,Total Cost,Total Profit,Profit Margin,Discount Amount,Order Year,Order Month,Order Day,Order Quarter,Order DayOfWeek,Order WeekOfYear,Ship Year,Ship Month,Ship Day,Ship Quarter,Ship DayOfWeek,Ship WeekOfYear,Delivery Year,Delivery Month,Delivery Day,Delivery Quarter,Delivery DayOfWeek,Delivery WeekOfYear,Processing_Days,Shipping_Days,Total_Lead_Time,Delivery_Category,Order_Value_Category,High_Margin_Product,Discounted_Order,Large_Order,Is_Holiday_Season,Is_Summer
SO - 0001711,Distributor,WARE-PUJ1005,19/7/18,2018-12-09,2018-12-23,2018-12-31,USD,24,36,313,7,3,0.05,768.49,1038.5,2959.725,3115.5,2959.725,2305.4700000000003,654.2549999999997,22.105263157894726,155.775,2018,12,9,4,6,49,2018,12,23,4,6,51,2018,12,31,4,0,1,14,8,22,Very Slow,Low,False,True,False,True,False
SO - 0001712,In-Store,WARE-MKL1006,19/7/18,2018-12-09,2019-01-03,2019-01-13,USD,1,45,349,35,5,0.15,2972.66,5038.4,21413.2,25192.0,21413.2,14863.3,6549.9000000000015,30.58814189378515,3778.7999999999993,2018,12,9,4,6,49,2019,1,3,1,3,1,2019,1,13,1,6,2,25,10,35,Very Slow,Average,True,True,False,True,False
SO - 0001713,In-Store,WARE-NMK1003,19/7/18,2018-12-09,2018-12-23,2019-01-01,USD,1,11,141,14,5,0.05,561.06,1058.6,5028.349999999999,5293.0,5028.349999999999,2805.2999999999997,2223.0499999999997,44.21032744339595,264.65,2018,12,9,4,6,49,2018,12,23,4,6,51,2019,1,1,1,1,1,14,9,23,Very Slow,Low,True,True,False,True,False
SO - 0001714,In-Store,WARE-PUJ1005,27/10/18,2018-12-09,2018-12-22,2018-12-29,USD,6,6,309,35,5,0.05,97.28,221.1,1050.225,1105.5,1050.225,486.4,563.8249999999999,53.68611488014473,55.275,2018,12,9,4,6,49,2018,12,22,4,5,51,2018,12,29,4,5,52,13,7,20,Very Slow,Low,True,True,False,True,False
SO - 0001715,In-Store,WARE-NMK1003,27/10/18,2018-12-09,2019-01-04,2019-01-13,USD,2,24,141,24,1,0.1,2505.26,3296.4,2966.76,3296.4,2966.76,2505.26,461.5,15.555690382774474,329.64000000000004,2018,12,9,4,6,49,2019,1,4,1,4,1,2019,1,13,1,6,2,26,9,35,Very Slow,Low,False,True,False,True,False
SO - 0001716,In-Store,WARE-NMK1003,19/7/18,2018-12-09,2018-12-11,2018-12-20,USD,12,7,166,30,6,0.05,2711.09,5648.1,32194.170000000006,33888.600000000006,32194.170000000006,16266.54,15927.630000000005,49.47364693669693,1694.4300000000003,2018,12,9,4,6,49,2018,12,11,4,1,50,2018,12,20,4,3,51,2,9,11,Slow,Above Avg,True,True,False,True,False
SO - 0001717,Wholesale,WARE-PUJ1005,19/7/18,2018-12-09,2018-12-21,2018-12-28,USD,28,8,309,1,1,0.1,727.29,1118.9,1007.0100000000001,1118.9,1007.0100000000001,727.29,279.72000000000014,27.77728125837878,111.89000000000001,2018,12,9,4,6,49,2018,12,21,4,4,51,2018,12,28,4,4,52,12,7,19,Very Slow,Low,False,True,False,True,False
SO - 0001718,In-Store,WARE-PUJ1005,27/10/18,2018-12-09,2018-12-30,2019-01-09,USD,2,25,302,31,4,0.08,2224.4,2680.0,9862.4,10720.0,9862.4,8897.6,964.7999999999993,9.782608695652167,857.6,2018,12,9,4,6,49,2018,12,30,4,6,52,2019,1,9,1,2,2,21,10,31,Very Slow,Low,False,True,False,True,False
SO - 0001719,In-Store,WARE-UHY1004,19/7/18,2018-12-10,2019-01-01,2019-01-08,USD,10,42,231,36,8,0.05,2860.77,3865.9,29380.84,30927.2,29380.84,22886.16,6494.68,22.105154243377658,1546.3600000000001,2018,12,10,4,0,50,2019,1,1,1,1,1,2019,1,8,1,1,2,22,7,29,Very Slow,Average,False,True,True,True,False
SO - 0001720,In-Store,WARE-NMK1003,27/10/18,2018-12-10,2019-01-07,2019-01-08,USD,7,35,151,2,1,0.08,399.59,951.4,875.288,951.4,875.288,399.59,475.69800000000004,54.34759759073585,76.112,2018,12,10,4,0,50,2019,1,7,1,0,2,2019,1,8,1,1,2,28,1,29,Very Slow,Low,True,True,False,True,False
SO - 0001721,Online,WARE-XYS1001,27/10/18,2018-12-11,2018-12-21,2018-12-27,USD,17,39,51,19,6,0.08,4272.19,5621.3,31029.576000000005,33727.8,31029.576000000005,25633.14,5396.436000000005,17.39126567504501,2698.224,2018,12,11,4,1,50,2018,12,21,4,4,51,2018,12,27,4,3,52,10,6,16,Very Slow,Above Avg,False,True,False,True,False
SO - 0001722,In-Store,WARE-UHY1004,19/7/18,2018-12-11,2018-12-25,2019-01-04,USD,5,3,246,1,3,0.1,3119.92,3999.9,10799.730000000001,11999.7,10799.730000000001,9359.76,1439.9700000000012,13.333388890277822,1199.97,2018,12,11,4,1,50,2018,12,25,4,1,52,2019,1,4,1,4,1,14,10,24,Very Slow,Below Avg,False,True,False,True,False
SO - 0001723,Online,WARE-XYS1001,27/10/18,2018-12-11,2018-12-29,2018-12-30,USD,18,12,49,20,2,0.05,3647.15,6398.5,12157.15,12797.0,12157.15,7294.3,4862.849999999999,39.99991774387912,639.85,2018,12,11,4,1,50,2018,12,29,4,5,52,2018,12,30,4,6,52,18,1,19,Very Slow,Below Avg,True,True,False,True,False
SO - 0001724,Distributor,WARE-XYS1001,19/7/18,2018-12-11,2019-01-02,2019-01-10,USD,24,30,1,6,2,0.3,633.49,1038.5,1453.8999999999999,2077.0,1453.8999999999999,1266.98,186.91999999999985,12.856455051929283,623.1,2018,12,11,4,1,50,2019,1,2,1,2,1,2019,1,10,1,3,2,22,8,30,Very Slow,Low,False,True,False,True,False
SO - 0001725,Distributor,WARE-NMK1003,19/7/18,2018-12-11,2018-12-23,2018-12-26,USD,20,50,113,11,7,0.08,2806.09,6525.8,42026.152,45680.6,42026.152,19642.63,22383.522,53.26093619039878,3654.4480000000003,2018,12,11,4,1,50,2018,12,23,4,6,51,2018,12,26,4,2,52,12,3,15,Very Slow,High,True,True,False,True,False
SO - 0001726,In-Store,WARE-UHY1004,19/7/18,2018-12-11,2019-01-07,2019-01-13,USD,8,40,217,26,5,0.4,808.15,1092.1,3276.2999999999997,5460.5,3276.2999999999997,4040.75,-764.4500000000003,-23.332722888624374,2184.2,2018,12,11,4,1,50,2019,1,7,1,0,2,2019,1,13,1,6,2,27,6,33,Very Slow,Low,False,True,False,True,False
SO - 0001727,Wholesale,WARE-NMK1003,19/7/18,2018-12-11,2019-01-05,2019-01-06,USD,26,9,128,5,3,0.05,2715.51,3879.3,11056.005000000001,11637.900000000001,11056.005000000001,8146.530000000001,2909.4750000000004,26.31578947368421,581.8950000000001,2018,12,11,4,1,50,2019,1,5,1,5,1,2019,1,6,1,6,1,25,1,26,Very Slow,Below Avg,False,True,False,True,False
SO - 0001728,In-Store,WARE-UHY1004,19/7/18,2018-12-11,2019-01-04,2019-01-05,USD,6,31,250,27,6,0.1,2027.69,2599.6,14037.839999999998,15597.599999999999,14037.839999999998,12166.14,1871.699999999999,13.33324785009659,1559.7599999999998,2018,12,11,4,1,50,2019,1,4,1,4,1,2019,1,5,1,5,1,24,1,25,Very Slow,Below Avg,False,True,False,True,False
SO - 0001729,In-Store,WARE-NMK1003,19/7/18,2018-12-11,2018-12-30,2019-01-05,USD,2,33,202,37,2,0.05,485.01,850.9,1616.7099999999998,1701.8,1616.7099999999998,970.02,646.6899999999998,40.000371124072956,85.09,2018,12,11,4,1,50,2018,12,30,4,6,52,2019,1,5,1,5,1,19,6,25,Very Slow,Low,True,True,False,True,False
SO - 0001730,Wholesale,WARE-NMK1003,19/7/18,2018-12-12,2018-12-30,2019-01-07,USD,27,47,106,20,2,0.1,773.85,1031.8,1857.24,2063.6,1857.24,1547.7,309.53999999999996,16.666666666666664,206.36,2018,12,12,4,2,50,2018,12,30,4,6,52,2019,1,7,1,0,2,18,8,26,Very Slow,Low,False,True,False,True,False
SO - 0001731,Wholesale,WARE-NBV1002,27/10/18,2018-12-12,2018-12-23,2018-12-25,USD,27,26,79,4,8,0.08,79.66,194.3,1430.0480000000002,1554.4,1430.0480000000002,637.28,792.7680000000003,55.436460874040606,124.352,2018,12,12,4,2,50,2018,12,23,4,6,51,2018,12,25,4,1,52,11,2,13,Slow,Low,True,True,True,True,False
SO - 0001732,In-Store,WARE-NMK1003,19/7/18,2018-12-12,2019-01-08,2019-01-14,USD,8,27,162,47,2,0.2,1585.49,2331.6,3730.56,4663.2,3730.56,3170.98,559.5799999999999,14.99989277749185,932.64,2018,12,12,4,2,50,2019,1,8,1,1,2,2019,1,14,1,0,3,27,6,33,Very Slow,Low,False,True,False,True,False
SO - 0001733,Distributor,WARE-NMK1003,19/7/18,2018-12-12,2018-12-14,2018-12-23,USD,24,20,161,25,3,0.2,2191.17,3001.6,7203.84,9004.8,7203.84,6573.51,630.3299999999999,8.749916711087419,1800.96,2018,12,12,4,2,50,2018,12,14,4,4,50,2018,12,23,4,6,51,2,9,11,Slow,Low,False,True,False,True,False
SO - 0001734,In-Store,WARE-NMK1003,19/7/18,2018-12-12,2018-12-29,2019-01-04,USD,5,25,136,15,3,0.05,168.24,207.7,591.9449999999999,623.0999999999999,591.9449999999999,504.72,87.22499999999991,14.735321693738424,31.155,2018,12,12,4,2,50,2018,12,29,4,5,52,2019,1,4,1,4,1,17,6,23,Very Slow,Low,False,True,False,True,False
SO - 0001735,In-Store,WARE-MKL1006,19/7/18,2018-12-12,2018-12-15,2018-12-21,USD,1,41,362,8,6,0.2,438.78,743.7,3569.7600000000007,4462.200000000001,3569.7600000000007,2632.68,937.0800000000008,26.25050423557888,892.44,2018,12,12,4,2,50,2018,12,15,4,5,50,2018,12,21,4,4,51,3,6,9,Slow,Low,False,True,False,True,False
SO - 0001736,In-Store,WARE-NMK1003,19/7/18,2018-12-12,2018-12-30,2018-12-31,USD,1,46,125,31,7,0.08,120.47,207.7,1337.588,1453.8999999999999,1337.588,843.29,494.298,36.95442841891524,116.312,2018,12,12,4,2,50,2018,12,30,4,6,52,2018,12,31,4,0,1,18,1,19,Very Slow,Low,True,True,False,True,False
SO - 0001737,Distributor,WARE-NMK1003,19/7/18,2018-12-12,2018-12-14,2018-12-17,USD,21,32,133,47,3,0.1,3922.72,5768.7,15575.49,17306.1,15575.49,11768.16,3807.33,24.444367400319347,1730.6100000000001,2018,12,12,4,2,50,2018,12,14,4,4,50,2018,12,17,4,0,51,2,3,5,Standard,Below Avg,False,True,False,True,False
SO - 0001738,In-Store,WARE-MKL1006,27/10/18,2018-12-12,2019-01-06,2019-01-08,USD,9,49,358,36,7,0.4,1341.34,1916.2,8048.039999999999,13413.4,8048.039999999999,9389.38,-1341.3400000000001,-16.66666666666667,5365.360000000001,2018,12,12,4,2,50,2019,1,6,1,6,1,2019,1,8,1,1,2,25,2,27,Very Slow,Low,False,True,False,True,False
SO - 0001739,In-Store,WARE-NMK1003,27/10/18,2018-12-12,2019-01-08,2019-01-09,USD,9,8,110,28,8,0.3,2238.14,2633.1,14745.359999999999,21064.8,14745.359999999999,17905.12,-3159.76,-21.428842700347776,6319.44,2018,12,12,4,2,50,2019,1,8,1,1,2,2019,1,9,1,2,2,27,1,28,Very Slow,Below Avg,False,True,True,True,False
SO - 0001740,In-Store,WARE-NMK1003,19/7/18,2018-12-12,2018-12-19,2018-12-21,USD,7,45,97,21,7,0.1,639.18,1065.3,6711.389999999999,7457.099999999999,6711.389999999999,4474.259999999999,2237.13,33.333333333333336,745.71,2018,12,12,4,2,50,2018,12,19,4,2,51,2018,12,21,4,4,51,7,2,9,Slow,Low,True,True,False,True,False
SO - 0001741,In-Store,WARE-NBV1002,27/10/18,2018-12-12,2018-12-14,2018-12-16,USD,8,48,86,41,3,0.2,1603.11,2257.9,5418.960000000001,6773.700000000001,5418.960000000001,4809.33,609.630000000001,11.249944638823703,1354.7400000000002,2018,12,12,4,2,50,2018,12,14,4,4,50,2018,12,16,4,6,50,2,2,4,Standard,Low,False,True,False,True,False
SO - 0001742,Online,WARE-UHY1004,19/7/18,2018-12-12,2019-01-03,2019-01-12,USD,13,20,245,34,1,0.05,545.38,991.6,942.02,991.6,942.02,545.38,396.64,42.10526315789473,49.580000000000005,2018,12,12,4,2,50,2019,1,3,1,3,1,2019,1,12,1,5,2,22,9,31,Very Slow,Low,True,True,False,True,False
SO - 0001743,Wholesale,WARE-NMK1003,27/10/18,2018-12-12,2019-01-04,2019-01-13,USD,28,49,192,13,4,0.08,1660.19,2338.3,8604.944000000001,9353.2,8604.944000000001,6640.76,1964.184000000001,22.826226411235226,748.2560000000001,2018,12,12,4,2,50,2019,1,4,1,4,1,2019,1,13,1,6,2,23,9,32,Very Slow,Low,False,True,False,True,False
SO - 0001744,In-Store,WARE-MKL1006,27/10/18,2018-12-13,2018-12-30,2019-01-03,USD,7,21,343,1,7,0.08,1583.75,2988.2,19244.007999999998,20917.399999999998,19244.007999999998,11086.25,8157.757999999998,42.391158847990496,1673.3919999999998,2018,12,13,4,3,50,2018,12,30,4,6,52,2019,1,3,1,3,1,17,4,21,Very Slow,Below Avg,True,True,False,True,False
SO - 0001745,In-Store,WARE-NMK1003,27/10/18,2018-12-13,2018-12-26,2018-12-31,USD,8,35,166,21,6,0.4,682.53,1118.9,4028.04,6713.400000000001,4028.04,4095.18,-67.13999999999987,-1.6668156224863673,2685.3600000000006,2018,12,13,4,3,50,2018,12,26,4,2,52,2018,12,31,4,0,1,13,5,18,Very Slow,Low,False,True,False,True,False
SO - 0001746,Online,WARE-UHY1004,19/7/18,2018-12-13,2019-01-08,2019-01-17,USD,18,29,214,17,6,0.15,1267.71,2485.7,12677.069999999998,14914.199999999999,12677.069999999998,7606.26,5070.809999999998,39.99985801135434,2237.1299999999997,2018,12,13,4,3,50,2019,1,8,1,1,2,2019,1,17,1,3,3,26,9,35,Very Slow,Below Avg,True,True,False,True,False
SO - 0001747,In-Store,WARE-NMK1003,19/7/18,2018-12-13,2018-12-25,2019-01-04,USD,4,20,117,22,4,0.2,1708.5,2847.5,9112.0,11390.0,9112.0,6834.0,2278.0,25.0,2278.0,2018,12,13,4,3,50,2018,12,25,4,1,52,2019,1,4,1,4,1,12,10,22,Very Slow,Low,False,True,False,True,False
SO - 0001748,In-Store,WARE-NBV1002,19/7/18,2018-12-13,2019-01-09,2019-01-12,USD,1,25,66,15,4,0.2,2571.19,3296.4,10548.480000000001,13185.6,10548.480000000001,10284.76,263.72000000000116,2.5000758403106524,2637.1200000000003,2018,12,13,4,3,50,2019,1,9,1,2,2,2019,1,12,1,5,2,27,3,30,Very Slow,Below Avg,False,True,False,True,False
SO - 0001749,Online,WARE-XYS1001,19/7/18,2018-12-13,2018-12-21,2018-12-30,USD,18,38,33,11,4,0.1,689.77,971.5,3497.4,3886.0,3497.4,2759.08,738.3200000000002,21.11053925773432,388.6,2018,12,13,4,3,50,2018,12,21,4,4,51,2018,12,30,4,6,52,8,9,17,Very Slow,Low,False,True,False,True,False
SO - 0001750,Distributor,WARE-PUJ1005,19/7/18,2018-12-13,2019-01-07,2019-01-17,USD,21,34,299,12,7,0.2,102.98,194.3,1088.0800000000002,1360.1000000000001,1088.0800000000002,720.86,367.22000000000014,33.749356664951115,272.02000000000004,2018,12,13,4,3,50,2019,1,7,1,0,2,2019,1,17,1,3,3,25,10,35,Very Slow,Low,True,True,False,True,False
SO - 0001751,Online,WARE-NMK1003,27/10/18,2018-12-13,2018-12-21,2018-12-27,USD,12,27,172,18,6,0.4,3223.64,5969.7,21490.92,35818.2,21490.92,19341.84,2149.079999999998,9.999944162464883,14327.28,2018,12,13,4,3,50,2018,12,21,4,4,51,2018,12,27,4,3,52,8,6,14,Slow,Average,False,True,False,True,False
SO - 0001752,Online,WARE-NMK1003,19/7/18,2018-12-14,2018-12-18,2018-12-27,USD,14,1,166,11,1,0.05,625.65,1078.7,1024.765,1078.7,1024.765,625.65,399.1150000000001,38.946978087659126,53.935,2018,12,14,4,4,50,2018,12,18,4,1,51,2018,12,27,4,3,52,4,9,13,Slow,Low,True,True,False,True,False
SO - 0001753,In-Store,WARE-NMK1003,19/7/18,2018-12-14,2019-01-10,2019-01-15,USD,10,33,128,40,7,0.05,1640.16,2412.0,16039.8,16884.0,16039.8,11481.12,4558.6799999999985,28.42105263157894,844.2,2018,12,14,4,4,50,2019,1,10,1,3,2,2019,1,15,1,1,3,27,5,32,Very Slow,Below Avg,False,True,False,True,False
SO - 0001754,In-Store,WARE-XYS1001,19/7/18,2018-12-14,2019-01-06,2019-01-09,USD,11,45,18,25,4,0.05,904.1,1159.1,4404.579999999999,4636.4,4404.579999999999,3616.4,788.1799999999989,17.89455521298283,231.82,2018,12,14,4,4,50,2019,1,6,1,6,1,2019,1,9,1,2,2,23,3,26,Very Slow,Low,False,True,False,True,False
SO - 0001755,In-Store,WARE-MKL1006,19/7/18,2018-12-14,2018-12-17,2018-12-18,USD,12,17,355,12,4,0.08,809.56,1882.7,6928.336,7530.8,6928.336,3238.24,3690.0960000000005,53.26092729913792,602.464,2018,12,14,4,4,50,2018,12,17,4,0,51,2018,12,18,4,1,51,3,1,4,Standard,Low,True,True,False,True,False
SO - 0001756,In-Store,WARE-UHY1004,27/10/18,2018-12-14,2018-12-20,2018-12-28,USD,5,23,217,27,6,0.2,1072.34,1949.7,9358.560000000001,11698.2,9358.560000000001,6434.039999999999,2924.5200000000023,31.249679437862255,2339.6400000000003,2018,12,14,4,4,50,2018,12,20,4,3,51,2018,12,28,4,4,52,6,8,14,Slow,Low,True,True,False,True,False
SO - 0001757,Distributor,WARE-NMK1003,19/7/18,2018-12-14,2019-01-10,2019-01-11,USD,22,46,102,9,3,0.05,747.18,1098.8,3131.5799999999995,3296.3999999999996,3131.5799999999995,2241.54,890.0399999999995,28.421435824727443,164.82,2018,12,14,4,4,50,2019,1,10,1,3,2,2019,1,11,1,4,2,27,1,28,Very Slow,Low,False,True,False,True,False
SO - 0001758,In-Store,WARE-NMK1003,19/7/18,2018-12-14,2019-01-02,2019-01-04,USD,2,27,173,32,7,0.05,2335.22,3155.7,20985.404999999995,22089.899999999998,20985.404999999995,16346.539999999999,4638.864999999996,22.1051964448625,1104.495,2018,12,14,4,4,50,2019,1,2,1,2,1,2019,1,4,1,4,1,19,2,21,Very Slow,Average,False,True,False,True,False
SO - 0001759,Distributor,WARE-NMK1003,19/7/18,2018-12-14,2018-12-29,2019-01-04,USD,23,24,123,30,5,0.2,2144.0,2680.0,10720.0,13400.0,10720.0,10720.0,0.0,0.0,2680.0,2018,12,14,4,4,50,2018,12,29,4,5,52,2019,1,4,1,4,1,15,6,21,Very Slow,Below Avg,False,True,False,True,False
SO - 0001760,Wholesale,WARE-PUJ1005,19/7/18,2018-12-14,2018-12-18,2018-12-25,USD,25,10,309,13,5,0.05,3871.6,5956.3,28292.425,29781.5,28292.425,19358.0,8934.425,31.578859005546533,1489.075,2018,12,14,4,4,50,2018,12,18,4,1,51,2018,12,25,4,1,52,4,7,11,Slow,Average,True,True,False,True,False
SO - 0001761,In-Store,WARE-UHY1004,19/7/18,2018-12-15,2019-01-03,2019-01-10,USD,3,29,260,36,8,0.1,924.6,2010.0,14472.0,16080.0,14472.0,7396.8,7075.2,48.888888888888886,1608.0,2018,12,15,4,5,50,2019,1,3,1,3,1,2019,1,10,1,3,2,19,7,26,Very Slow,Below Avg,True,True,True,True,False
SO - 0001762,Online,WARE-PUJ1005,27/10/18,2018-12-15,2018-12-26,2018-12-27,USD,20,12,325,7,6,0.08,963.53,1319.9,7285.848000000001,7919.400000000001,7285.848000000001,5781.18,1504.6680000000006,20.651926858754127,633.5520000000001,2018,12,15,4,5,50,2018,12,26,4,2,52,2018,12,27,4,3,52,11,1,12,Slow,Low,False,True,False,True,False
SO - 0001763,In-Store,WARE-NBV1002,19/7/18,2018-12-15,2018-12-17,2018-12-22,USD,5,26,77,41,8,0.08,1065.3,1775.5,13067.68,14204.0,13067.68,8522.4,4545.280000000001,34.78260869565218,1136.32,2018,12,15,4,5,50,2018,12,17,4,0,51,2018,12,22,4,5,51,2,5,7,Standard,Below Avg,True,True,True,True,False
SO - 0001764,In-Store,WARE-XYS1001,19/7/18,2018-12-15,2019-01-04,2019-01-09,USD,1,38,41,39,2,0.15,129.44,187.6,318.91999999999996,375.2,318.91999999999996,258.88,60.039999999999964,18.826037877837692,56.279999999999994,2018,12,15,4,5,50,2019,1,4,1,4,1,2019,1,9,1,2,2,20,5,25,Very Slow,Low,False,True,False,True,False
SO - 0001765,In-Store,WARE-NMK1003,19/7/18,2018-12-15,2018-12-27,2018-12-29,USD,6,3,173,19,5,0.05,899.81,1139.0,5410.25,5695.0,5410.25,4499.049999999999,911.2000000000007,16.842105263157908,284.75,2018,12,15,4,5,50,2018,12,27,4,3,52,2018,12,29,4,5,52,12,2,14,Slow,Low,False,True,False,True,False
SO - 0001766,In-Store,WARE-XYS1001,27/10/18,2018-12-15,2018-12-18,2018-12-23,USD,9,28,46,27,5,0.15,824.1,1005.0,4271.25,5025.0,4271.25,4120.5,150.75,3.5294117647058822,753.75,2018,12,15,4,5,50,2018,12,18,4,1,51,2018,12,23,4,6,51,3,5,8,Slow,Low,False,True,False,True,False
SO - 0001767,Distributor,WARE-NBV1002,19/7/18,2018-12-15,2018-12-25,2018-12-29,USD,25,23,58,44,5,0.2,1097.19,2385.2,9540.800000000001,11926.0,9540.800000000001,5485.950000000001,4054.8500000000004,42.500104813013586,2385.2,2018,12,15,4,5,50,2018,12,25,4,1,52,2018,12,29,4,5,52,10,4,14,Slow,Low,True,True,False,True,False
SO - 0001768,Online,WARE-NMK1003,27/10/18,2018-12-15,2019-01-07,2019-01-13,USD,17,26,184,1,6,0.05,911.74,1085.4,6186.780000000001,6512.400000000001,6186.780000000001,5470.4400000000005,716.3400000000001,11.578559444492937,325.62000000000006,2018,12,15,4,5,50,2019,1,7,1,0,2,2019,1,13,1,6,2,23,6,29,Very Slow,Low,False,True,False,True,False
SO - 0001769,Online,WARE-PUJ1005,27/10/18,2018-12-15,2018-12-20,2018-12-23,USD,16,13,307,4,5,0.2,1519.56,1809.0,7236.0,9045.0,7236.0,7597.799999999999,-361.7999999999993,-4.99999999999999,1809.0,2018,12,15,4,5,50,2018,12,20,4,3,51,2018,12,23,4,6,51,5,3,8,Slow,Low,False,True,False,True,False
SO - 0001770,Wholesale,WARE-UHY1004,19/7/18,2018-12-15,2018-12-29,2019-01-05,USD,26,33,250,2,4,0.05,646.42,897.8,3411.64,3591.2,3411.64,2585.68,825.96,24.21005733313011,179.56,2018,12,15,4,5,50,2018,12,29,4,5,52,2019,1,5,1,5,1,14,7,21,Very Slow,Low,False,True,False,True,False
SO - 0001771,In-Store,WARE-PUJ1005,27/10/18,2018-12-15,2018-12-25,2018-12-26,USD,3,17,284,14,3,0.2,847.42,1246.2,2990.8800000000006,3738.6000000000004,2990.8800000000006,2542.2599999999998,448.6200000000008,14.99959878029211,747.72,2018,12,15,4,5,50,2018,12,25,4,1,52,2018,12,26,4,2,52,10,1,11,Slow,Low,False,True,False,True,False
SO - 0001772,In-Store,WARE-XYS1001,19/7/18,2018-12-15,2019-01-01,2019-01-11,USD,4,32,20,40,1,0.3,503.51,1118.9,783.23,1118.9,783.23,503.51,279.72,35.71364733220127,335.67,2018,12,15,4,5,50,2019,1,1,1,1,1,2019,1,11,1,4,2,17,10,27,Very Slow,Low,True,True,False,True,False
SO - 0001773,Online,WARE-NBV1002,19/7/18,2018-12-15,2018-12-23,2018-12-31,USD,19,42,85,5,3,0.05,835.09,1018.4,2902.4399999999996,3055.2,2902.4399999999996,2505.27,397.1699999999996,13.684003803696191,152.76,2018,12,15,4,5,50,2018,12,23,4,6,51,2018,12,31,4,0,1,8,8,16,Very Slow,Low,False,True,False,True,False
SO - 0001774,Distributor,WARE-UHY1004,19/7/18,2018-12-15,2018-12-26,2018-12-29,USD,23,17,219,33,1,0.08,3982.21,5105.4,4696.968,5105.4,4696.968,3982.21,714.7579999999998,15.217433885008369,408.43199999999996,2018,12,15,4,5,50,2018,12,26,4,2,52,2018,12,29,4,5,52,11,3,14,Slow,Low,False,True,False,True,False
SO - 0001775,In-Store,WARE-MKL1006,19/7/18,2018-12-16,2019-01-13,2019-01-21,USD,9,13,363,16,8,0.08,753.42,1159.1,8530.976,9272.8,8530.976,6027.36,2503.616000000001,29.34735720742856,741.824,2018,12,16,4,6,50,2019,1,13,1,6,2,2019,1,21,1,0,4,28,8,36,Very Slow,Low,True,True,True,True,False
SO - 0001776,In-Store,WARE-PUJ1005,19/7/18,2018-12-16,2019-01-08,2019-01-10,USD,8,7,287,36,3,0.08,1379.66,1916.2,5288.712,5748.6,5288.712,4138.9800000000005,1149.732,21.73935733312761,459.88800000000003,2018,12,16,4,6,50,2019,1,8,1,1,2,2019,1,10,1,3,2,23,2,25,Very Slow,Low,False,True,False,True,False
SO - 0001777,In-Store,WARE-NBV1002,19/7/18,2018-12-16,2019-01-01,2019-01-06,USD,9,41,66,23,3,0.15,131.39,247.9,632.145,743.7,632.145,394.16999999999996,237.97500000000002,37.64563509954204,111.555,2018,12,16,4,6,50,2019,1,1,1,1,1,2019,1,6,1,6,1,16,5,21,Very Slow,Low,True,True,False,True,False
SO - 0001778,Wholesale,WARE-UHY1004,19/7/18,2018-12-16,2019-01-12,2019-01-14,USD,26,18,222,28,4,0.08,610.24,884.4,3254.592,3537.6,3254.592,2440.96,813.6320000000001,24.99950838691916,283.008,2018,12,16,4,6,50,2019,1,12,1,5,2,2019,1,14,1,0,3,27,2,29,Very Slow,Low,False,True,False,True,False
SO - 0001779,Distributor,WARE-UHY1004,19/7/18,2018-12-17,2019-01-06,2019-01-11,USD,25,29,242,39,1,0.1,774.52,1139.0,1025.1000000000001,1139.0,1025.1000000000001,774.52,250.58000000000015,24.444444444444457,113.9,2018,12,17,4,0,51,2019,1,6,1,6,1,2019,1,11,1,4,2,20,5,25,Very Slow,Low,False,True,False,True,False
SO - 0001780,Wholesale,WARE-MKL1006,19/7/18,2018-12-17,2019-01-11,2019-01-14,USD,26,13,341,2,3,0.3,85.36,174.2,365.81999999999994,522.5999999999999,365.81999999999994,256.08,109.73999999999995,29.99835984910611,156.78,2018,12,17,4,0,51,2019,1,11,1,4,2,2019,1,14,1,0,3,25,3,28,Very Slow,Low,True,True,False,True,False
SO - 0001781,Online,WARE-NMK1003,19/7/18,2018-12-17,2018-12-22,2018-12-26,USD,17,20,187,27,8,0.05,761.12,951.4,7230.639999999999,7611.2,7230.639999999999,6088.96,1141.6799999999994,15.78947368421052,380.56,2018,12,17,4,0,51,2018,12,22,4,5,51,2018,12,26,4,2,52,5,4,9,Slow,Low,False,True,True,True,False
SO - 0001782,Online,WARE-NMK1003,27/10/18,2018-12-17,2019-01-03,2019-01-13,USD,20,45,194,32,4,0.05,125.63,167.5,636.5,670.0,636.5,502.52,133.98000000000002,21.049489395129616,33.5,2018,12,17,4,0,51,2019,1,3,1,3,1,2019,1,13,1,6,2,17,10,27,Very Slow,Low,False,True,False,True,False
SO - 0001783,Wholesale,WARE-NMK1003,19/7/18,2018-12-17,2019-01-12,2019-01-22,USD,28,17,144,31,8,0.05,3956.95,5138.9,39055.63999999999,41111.2,39055.63999999999,31655.6,7400.039999999994,18.947429871844363,2055.56,2018,12,17,4,0,51,2019,1,12,1,5,2,2019,1,22,1,1,4,26,10,36,Very Slow,Above Avg,False,True,True,True,False
